what,kind,bundleId,bundleVersion,description,time
started,bundle,com.google.gwt.eclipse.sdkbundle,2.4.0.r36v201108301710,"com.google.gwt.eclipse.sdkbundle",1337029258953
started,bundle,org.eclipse.mylyn.bugzilla.core,3.7.1.v20120425-0100,"org.eclipse.mylyn.bugzilla.core",1337029258953
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.bugzilla.ui",1337029258953
started,bundle,org.eclipse.mylyn.commons.core,3.7.1.v20120425-0100,"org.eclipse.mylyn.commons.core",1337029258953
started,bundle,org.eclipse.mylyn.commons.net,3.7.1.v20120425-0100,"org.eclipse.mylyn.commons.net",1337029258953
started,bundle,org.eclipse.mylyn.commons.notifications.core,0.9.1.v20120425-0100,"org.eclipse.mylyn.commons.notifications.core",1337029258953
started,bundle,org.eclipse.mylyn.commons.notifications.feed,0.9.1.v20120425-0100,"org.eclipse.mylyn.commons.notifications.feed",1337029258953
started,bundle,org.eclipse.mylyn.commons.notifications.ui,0.9.1.v20120425-0100,"org.eclipse.mylyn.commons.notifications.ui",1337029258953
started,bundle,org.eclipse.mylyn.commons.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.commons.ui",1337029258953
started,bundle,org.eclipse.mylyn.commons.workbench,3.7.1.v20120425-0100,"org.eclipse.mylyn.commons.workbench",1337029258953
started,bundle,org.eclipse.mylyn.context.core,3.7.1.v20120425-0100,"org.eclipse.mylyn.context.core",1337029258953
started,bundle,org.eclipse.mylyn.context.tasks.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.context.tasks.ui",1337029258953
started,bundle,org.eclipse.mylyn.monitor.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.monitor.ui",1337029258953
started,bundle,org.eclipse.mylyn.tasks.index.core,3.7.1.v20120425-0100,"org.eclipse.mylyn.tasks.index.core",1337029258953
started,bundle,org.eclipse.mylyn.tasks.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.tasks.ui",1337029258953
os,sysinfo,,,"macosx",1337029259163
arch,sysinfo,,,"x86_64",1337029259163
ws,sysinfo,,,"cocoa",1337029259163
locale,sysinfo,,,"en_US",1337029259163
processors,sysinfo,,,"2",1337029259163
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1337029259163
java.runtime.version,sysinfo,,,"1.6.0_31-b04-413-11M3623",1337029259163
java.specification.name,sysinfo,,,"Java Platform API Specification",1337029259163
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1337029259163
java.specification.version,sysinfo,,,"1.6",1337029259163
java.vendor,sysinfo,,,"Apple Inc.",1337029259163
java.version,sysinfo,,,"1.6.0_31",1337029259163
java.vm.info,sysinfo,,,"mixed mode",1337029259163
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1337029259163
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1337029259163
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1337029259163
java.vm.specification.version,sysinfo,,,"1.0",1337029259163
java.vm.vendor,sysinfo,,,"Apple Inc.",1337029259163
java.vm.version,sysinfo,,,"20.6-b01-413",1337029259163
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1337029259308
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1337029259346
closed,view,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.internal.introview",1337029259368
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1337029261542
started,bundle,org.eclipse.wb.core.lib,1.1.0.r36x201108271211,"org.eclipse.wb.core.lib",1337029265507
started,bundle,org.eclipse.wb.core,1.1.0.r36x201108271211,"org.eclipse.wb.core",1337029265928
started,bundle,com.google.gdt.eclipse.designer,2.4.0.r36x201108271303,"com.google.gdt.eclipse.designer",1337029265930
started,bundle,com.google.gdt.eclipse.designer.UiBinder,2.4.0.r36x201108271303,"com.google.gdt.eclipse.designer.UiBinder",1337029266058
started,bundle,org.eclipse.dltk.core,2.0.1.v20100806-1245,"org.eclipse.dltk.core",1337029266853
started,bundle,org.eclipse.dltk.launching,2.0.0.v20100806-1245,"org.eclipse.dltk.launching",1337029267051
started,bundle,org.eclipse.dltk.ui,2.0.0.v20100909-1720,"org.eclipse.dltk.ui",1337029267054
started,bundle,org.eclipse.php.debug.daemon,2.2.0.v20101001-2300,"org.eclipse.php.debug.daemon",1337029267079
started,bundle,org.eclipse.mylyn.team.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.team.ui",1337029267286
started,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1337029268993
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1337029269136
started,bundle,org.eclipse.php.server.core,2.2.0.v20101001-2300,"org.eclipse.php.server.core",1337029269136
started,bundle,org.eclipse.php.core,2.2.1.v20101001-2300,"org.eclipse.php.core",1337029269288
started,bundle,org.eclipse.team.cvs.core,3.3.301.R36x_v20110119-0815,"org.eclipse.team.cvs.core",1337029269807
started,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1337029270046
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1337029270282
started,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1337029272009
started,bundle,org.eclipse.php.debug.core,2.2.0.v20101001-2300,"org.eclipse.php.debug.core",1337029272993
started,bundle,org.eclipse.php.debug.ui,2.2.0.v20101001-2300,"org.eclipse.php.debug.ui",1337029275051
started,bundle,org.eclipse.wst.sse.ui,1.2.3.v201102102045,"org.eclipse.wst.sse.ui",1337029275245
started,bundle,org.eclipse.wst.sse.core,1.1.504.v201102160550,"org.eclipse.wst.sse.core",1337029275340
started,bundle,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui",1337029275375
started,bundle,org.eclipse.dltk.core.index.sql,2.0.1.v20100909-1720,"org.eclipse.dltk.core.index.sql",1337029276261
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1337029277281
started,bundle,org.eclipse.dltk.core.index.sql.h2,2.0.1.v20100909-1720,"org.eclipse.dltk.core.index.sql.h2",1337029278147
started,bundle,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser",1337029330991
started,bundle,org.eclipse.compare.core,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.core",1337029357104
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1337029357117
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1337029383613
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1337029403372
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1337029420345
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.window.customizePerspective",1337029420382
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1337029422445
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1337030456790
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.101.v201102111830,"org.eclipse.wst.xsl.debug.ui",1337030459425
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1337030464005
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1337030767745
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1337030770176
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1337031140958
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1337031145553
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1337031187872
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1337031189342
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1337031213904
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1337031221115
started,bundle,org.eclipse.wst.html.core,1.1.404.v201101190004,"org.eclipse.wst.html.core",1337031254240
started,bundle,org.eclipse.wst.xml.core,1.1.503.v201102102045,"org.eclipse.wst.xml.core",1337031254501
started,bundle,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.ui",1337031256195
started,bundle,org.eclipse.wst.xml.ui,1.1.103.v201101122108,"org.eclipse.wst.xml.ui",1337031256285
started,bundle,org.eclipse.wst.jsdt.web.ui,1.0.304.v201012160349,"org.eclipse.wst.jsdt.web.ui",1337031257427
started,bundle,org.eclipse.wst.jsdt.core,1.1.4.v201102102045,"org.eclipse.wst.jsdt.core",1337031259021
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.200.v201004150600,"org.eclipse.wst.jsdt.manipulation",1337031259397
started,bundle,org.eclipse.wst.jsdt.ui,1.1.4.v201102160540,"org.eclipse.wst.jsdt.ui",1337031259398
started,bundle,org.eclipse.wst.css.ui,1.0.502.v201101122002,"org.eclipse.wst.css.ui",1337031259523
started,bundle,org.eclipse.wst.dtd.ui,1.0.500.v201004290328,"org.eclipse.wst.dtd.ui",1337031259704
started,bundle,org.eclipse.wst.jsdt.web.core,1.0.304.v201102160550,"org.eclipse.wst.jsdt.web.core",1337031259755
started,bundle,org.eclipse.emf.common,2.6.0.v20100914-1218,"org.eclipse.emf.common",1337031259829
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1337031361659
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1337031376736
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1337031485221
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1337031489177
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1337031491248
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1337031491503
stopped,bundle,org.eclipse.mylyn.ide.ant,3.7.1.v20120425-0100,"org.eclipse.mylyn.ide.ant",1337031492970
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1337031492970
stopped,bundle,org.eclipse.ant.launching,1.0.1.v20101020_r362,"org.eclipse.ant.launching",1337031492970
stopped,bundle,com.google.appengine.eclipse.sdkbundle,1.5.3.r36v201108301710,"com.google.appengine.eclipse.sdkbundle",1337031492970
stopped,bundle,com.google.gdt.eclipse.appengine.rpc,2.4.0.r36v201108301710,"com.google.gdt.eclipse.appengine.rpc",1337031492970
stopped,bundle,com.google.gdt.eclipse.gph.e36,2.4.0.r36v201108301710,"com.google.gdt.eclipse.gph.e36",1337031492970
stopped,bundle,com.google.gdt.eclipse.gph.hge,2.4.0.r36v201108301710,"com.google.gdt.eclipse.gph.hge",1337031492970
stopped,bundle,com.google.gdt.eclipse.gph.subclipse,2.4.0.r36v201108301710,"com.google.gdt.eclipse.gph.subclipse",1337031492970
stopped,bundle,com.google.gdt.eclipse.gph.subversive,2.4.0.r36v201108301710,"com.google.gdt.eclipse.gph.subversive",1337031492970
stopped,bundle,com.google.gdt.eclipse.gph,2.4.0.r36v201108301710,"com.google.gdt.eclipse.gph",1337031492970
stopped,bundle,com.google.gdt.eclipse.maven.e35,2.4.0.r36v201108301710,"com.google.gdt.eclipse.maven.e35",1337031492970
stopped,bundle,com.google.gdt.eclipse.maven,2.4.0.r36v201108301710,"com.google.gdt.eclipse.maven",1337031492970
stopped,bundle,com.google.gdt.eclipse.suite,2.4.0.r36v201108301710,"com.google.gdt.eclipse.suite",1337031492970
stopped,bundle,com.google.gdt.eclipse.appsmarketplace,2.4.0.r36v201108301710,"com.google.gdt.eclipse.appsmarketplace",1337031492970
stopped,bundle,com.google.appengine.eclipse.core,2.4.0.r36v201108301710,"com.google.appengine.eclipse.core",1337031492970
stopped,bundle,com.google.gdt.eclipse.login,2.4.0.r36v201108301710,"com.google.gdt.eclipse.login",1337031492970
stopped,bundle,com.google.gdt.eclipse.managedapis,2.4.0.r36v201108301710,"com.google.gdt.eclipse.managedapis",1337031493147
stopped,bundle,com.google.gwt.eclipse.oophm,2.4.0.r36v201108301710,"com.google.gwt.eclipse.oophm",1337031493147
stopped,bundle,com.google.gwt.eclipse.sdkbundle,2.4.0.r36v201108301710,"com.google.gwt.eclipse.sdkbundle",1337031493147
stopped,bundle,com.google.gwt.eclipse.core,2.4.0.r36v201108301710,"com.google.gwt.eclipse.core",1337031493287
stopped,bundle,com.google.gdt.eclipse.core,2.4.0.r36v201108301710,"com.google.gdt.eclipse.core",1337031493287
stopped,bundle,com.google.gdt.eclipse.platform,2.4.0.r36v201108301710,"com.google.gdt.eclipse.platform",1337031493287
stopped,bundle,com.google.gdt.eclipse.platform.e36,2.4.0.r36v201108301710,"com.google.gdt.eclipse.platform.e36",1337031493287
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1337031493288
stopped,bundle,com.google.gdt.eclipse.designer.UiBinder,2.4.0.r36x201108271303,"com.google.gdt.eclipse.designer.UiBinder",1337031493289
stopped,bundle,com.google.gdt.eclipse.designer.gpe,2.4.0.r36x201108290223,"com.google.gdt.eclipse.designer.gpe",1337031493289
stopped,bundle,com.google.gdt.eclipse.designer,2.4.0.r36x201108271303,"com.google.gdt.eclipse.designer",1337031493289
stopped,bundle,org.eclipse.mylyn.java.tasks,3.7.1.v20120425-0100,"org.eclipse.mylyn.java.tasks",1337031493289
stopped,bundle,org.eclipse.mylyn.java.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.java.ui",1337031493289
stopped,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1337031493289
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20100513-0845,"org.eclipse.jdt.apt.ui",1337031493291
stopped,bundle,org.eclipse.wst.xsl.jaxp.debug.ui,1.0.100.v201004290328,"org.eclipse.wst.xsl.jaxp.debug.ui",1337031493291
stopped,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1337031493291
stopped,bundle,com.google.gdt.eclipse.platform.shared,2.4.0.r36v201108301710,"com.google.gdt.eclipse.platform.shared",1337031493291
stopped,bundle,com.google.gdt.eclipse.designer.hosted.2_0.webkit,2.4.0.r36x201108271255,"com.google.gdt.eclipse.designer.hosted.2_0.webkit",1337031493291
stopped,bundle,com.google.gdt.eclipse.designer.hosted.2_0,2.4.0.r36x201108271255,"com.google.gdt.eclipse.designer.hosted.2_0",1337031493291
stopped,bundle,com.google.gdt.eclipse.designer.hosted.2_2.webkit,2.4.0.r36x201108271255,"com.google.gdt.eclipse.designer.hosted.2_2.webkit",1337031493291
stopped,bundle,com.google.gdt.eclipse.designer.hosted.2_2,2.4.0.r36x201108271255,"com.google.gdt.eclipse.designer.hosted.2_2",1337031493291
stopped,bundle,com.google.gdt.eclipse.designer.hosted,2.4.0.r36x201108271255,"com.google.gdt.eclipse.designer.hosted",1337031493291
stopped,bundle,org.eclipse.wb.core.databinding.xml,1.1.0.r36x201108271245,"org.eclipse.wb.core.databinding.xml",1337031493291
stopped,bundle,org.eclipse.wb.core.databinding,1.1.0.r36x201108271211,"org.eclipse.wb.core.databinding",1337031493291
stopped,bundle,org.eclipse.wb.core.xml,1.1.0.r36x201108271245,"org.eclipse.wb.core.xml",1337031493291
stopped,bundle,org.eclipse.wb.css,1.1.0.r36x201108271230,"org.eclipse.wb.css",1337031493291
stopped,bundle,org.eclipse.wb.os.macosx,1.1.0.r36x201108271211,"org.eclipse.wb.os.macosx",1337031493291
stopped,bundle,org.eclipse.wb.core,1.1.0.r36x201108271211,"org.eclipse.wb.core",1337031493291
stopped,bundle,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui",1337031493371
stopped,bundle,org.eclipse.wst.dtd.ui,1.0.500.v201004290328,"org.eclipse.wst.dtd.ui",1337031493372
stopped,bundle,org.eclipse.wst.xsd.ui,1.2.304.v201101251958,"org.eclipse.wst.xsd.ui",1337031493372
stopped,bundle,org.eclipse.php.server.ui,2.2.0.v20101001-2300,"org.eclipse.php.server.ui",1337031493372
stopped,bundle,org.eclipse.php.debug.ui,2.2.0.v20101001-2300,"org.eclipse.php.debug.ui",1337031493372
stopped,bundle,org.eclipse.php.debug.core,2.2.0.v20101001-2300,"org.eclipse.php.debug.core",1337031493372
stopped,bundle,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui",1337031493372
stopped,bundle,org.eclipse.wst.jsdt.web.ui,1.0.304.v201012160349,"org.eclipse.wst.jsdt.web.ui",1337031493372
stopped,bundle,org.eclipse.wst.web.ui,1.1.400.v201004141630,"org.eclipse.wst.web.ui",1337031493374
stopped,bundle,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.ui",1337031493374
stopped,bundle,org.eclipse.wst.css.ui,1.0.502.v201101122002,"org.eclipse.wst.css.ui",1337031493374
stopped,bundle,org.eclipse.wst.xsl.exslt.ui,1.0.0.v201006012005,"org.eclipse.wst.xsl.exslt.ui",1337031493374
stopped,bundle,org.eclipse.wst.xsl.ui,1.1.1.v201009091745,"org.eclipse.wst.xsl.ui",1337031493374
stopped,bundle,org.eclipse.wst.xml.xpath.ui,1.1.2.v201101212242,"org.eclipse.wst.xml.xpath.ui",1337031493374
stopped,bundle,org.eclipse.wst.xsl.debug.ui,1.0.101.v201102111830,"org.eclipse.wst.xsl.debug.ui",1337031493374
stopped,bundle,org.eclipse.wst.xml.ui,1.1.103.v201101122108,"org.eclipse.wst.xml.ui",1337031493375
stopped,bundle,org.eclipse.wst.common.ui,1.1.500.v200911190730,"org.eclipse.wst.common.ui",1337031493375
stopped,bundle,org.eclipse.wst.sse.ui,1.2.3.v201102102045,"org.eclipse.wst.sse.ui",1337031493409
stopped,bundle,org.eclipse.wst.jsdt.debug.ui,1.0.3.v201011040143,"org.eclipse.wst.jsdt.debug.ui",1337031493409
stopped,bundle,org.eclipse.wst.jsdt.support.firefox,1.0.300.v201004150600,"org.eclipse.wst.jsdt.support.firefox",1337031493409
stopped,bundle,org.eclipse.wst.jsdt.ui,1.1.4.v201102160540,"org.eclipse.wst.jsdt.ui",1337031493427
stopped,bundle,org.eclipse.dltk.testing,1.0.0.v20090914-1703,"org.eclipse.dltk.testing",1337031493427
stopped,bundle,org.eclipse.dltk.debug.ui,2.0.0.v20100115-2213,"org.eclipse.dltk.debug.ui",1337031493427
stopped,bundle,org.eclipse.dltk.formatter,2.0.0.v20100304-1959,"org.eclipse.dltk.formatter",1337031493427
stopped,bundle,org.eclipse.dltk.validators.externalchecker,1.0.0.v20090803-1754,"org.eclipse.dltk.validators.externalchecker",1337031493427
stopped,bundle,org.eclipse.dltk.validators.ui,2.0.0.v20091214-1712,"org.eclipse.dltk.validators.ui",1337031493427
stopped,bundle,org.eclipse.dltk.ui,2.0.0.v20100909-1720,"org.eclipse.dltk.ui",1337031493429
stopped,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1337031493451
stopped,bundle,org.eclipse.mylyn.commons.team,0.9.1.v20120412-0100,"org.eclipse.mylyn.commons.team",1337031493451
stopped,bundle,org.eclipse.mylyn.team.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.team.ui",1337031493453
stopped,bundle,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.resources",1337031493453
